;Substructure;OccurrenceList0;OccurrenceList1;True/False Bonferonni;True/False Benj-Hoch
5157;CCCC1CC(C(=O)NCCCl)N(C)C1;0,0,0,0;0,0,0,1;False;False
5158;CCCC1CNC(C(=O)NCC(O)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5159;CCCC1CC(C(=O)NCC(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5160;CCCC(C)CCC(=O)NC(CO)C(C)Cl;0,0,0,0;0,0,0,1;False;False
5161;CCCC(C)CCC(=O)NC(CC)C(O)CO;0,0,0,0;0,0,0,1;False;False
5162;CCCC(C)CCC(=O)NC(CCl)C(O)CO;0,0,0,0;0,0,0,1;False;False
5163;CCCC(C)CCC(=O)NC(C)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5164;CCCC(C)CCC(=O)NCC(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5165;CCCCCC(N)C(=O)NC(CO)C(C)Cl;0,0,0,0;0,0,0,1;False;False
5166;CCCCCC(N)C(=O)NC(CC)C(O)CO;0,0,0,0;0,0,0,1;False;False
5167;CCCCCC(NC)C(=O)NC(CC)CO;0,0,0,0;0,0,0,1;False;False
5168;CCCCCC(N)C(=O)NC(CCl)C(O)CO;0,0,0,0;0,0,0,1;False;False
5169;CCCCCC(NC)C(=O)NC(CO)CCl;0,0,0,0;0,0,0,1;False;False
5170;CCCCCC(N)C(=O)NC(C)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5171;CCCCCC(NC)C(=O)NC(C)C(O)CO;0,0,0,0;0,0,0,1;False;False
5172;CCCCCC(NC)C(=O)NCC(C)Cl;0,0,0,0;0,0,0,1;False;False
5173;CCCCCC(N)C(=O)NCC(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5174;CCCCCC(NC)C(=O)NCC(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5175;CCCCCCC(=O)NC(C(C)Cl)C(O)CO;0,0,0,0;0,0,0,1;False;False
5176;CCCCCCC(=O)NC(CC)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5177;CCCCCCC(=O)NC(CCl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5178;CCCCCCC(=O)NC(C)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5179;CCCCCCC(=O)NCC1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5180;CCCCCNCC(=O)NC(CO)C(C)Cl;0,0,0,0;0,0,0,1;False;False
5181;CCCCCNCC(=O)NC(CC)C(O)CO;0,0,0,0;0,0,0,1;False;False
5182;CCCCCN(C)CC(=O)NC(CC)CO;0,0,0,0;0,0,0,1;False;False
5183;CCCCCNCC(=O)NC(CCl)C(O)CO;0,0,0,0;0,0,0,1;False;False
5184;CCCCCN(C)CC(=O)NC(CO)CCl;0,0,0,0;0,0,0,1;False;False
5185;CCCCCNCC(=O)NC(C)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5186;CCCCCN(C)CC(=O)NC(C)C(O)CO;0,0,0,0;0,0,0,1;False;False
5187;CCCCCN(C)CC(=O)NCC(C)Cl;0,0,0,0;0,0,0,1;False;False
5188;CCCCCNCC(=O)NCC(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5189;CCCCCN(C)CC(=O)NCC(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5190;CCC1CNC(C(=O)NC(CO)C(C)Cl)C1;0,0,0,0;0,0,0,1;False;False
5191;CCC1CNC(C(=O)NC(CC)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5192;CCC1CC(C(=O)NC(CC)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5193;CCC1CNC(C(=O)NC(CCl)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5194;CCC1CC(C(=O)NC(CO)CCl)N(C)C1;0,0,0,0;0,0,0,1;False;False
5195;CCC1CNC(C(=O)NC(C)C(O)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5196;CCC1CC(C(=O)NC(C)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5197;CCC1CC(C(=O)NCC(C)Cl)N(C)C1;0,0,0,0;0,0,0,1;False;False
5198;CCC1CNC(C(=O)NCC(O)C(O)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5199;CCC1CC(C(=O)NCC(O)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5200;CCC(C)CCC(=O)NC(C(C)Cl)C(O)CO;0,0,0,0;0,0,0,1;False;False
5201;CCC(C)CCC(=O)NC(CC)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5202;CCC(C)CCC(=O)NC(CCl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5203;CCC(C)CCC(=O)NC(C)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5204;CCC(C)CCC(=O)NCC1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5205;CCCCC(N)C(=O)NC(C(C)Cl)C(O)CO;0,0,0,0;0,0,0,1;False;False
5206;CCCCC(NC)C(=O)NC(CO)C(C)Cl;0,0,0,0;0,0,0,1;False;False
5207;CCCCC(N)C(=O)NC(CC)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5208;CCCCC(NC)C(=O)NC(CC)C(O)CO;0,0,0,0;0,0,0,1;False;False
5209;CCCCC(N)C(=O)NC(CCl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5210;CCCCC(NC)C(=O)NC(CCl)C(O)CO;0,0,0,0;0,0,0,1;False;False
5211;CCCCC(N)C(=O)NC(C)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5212;CCCCC(NC)C(=O)NC(C)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5213;CCCCC(N)C(=O)NCC1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5214;CCCCC(NC)C(=O)NCC(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5215;CCCCCC(=O)NC(C(C)Cl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5216;CCCCCC(=O)NC(CC)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5217;CCCCCC(=O)NC(CCl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5218;CCCCCC(=O)NC(C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5219;CCCCCC(=O)NCC1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5220;CCCCNCC(=O)NC(C(C)Cl)C(O)CO;0,0,0,0;0,0,0,1;False;False
5221;CCCCN(C)CC(=O)NC(CO)C(C)Cl;0,0,0,0;0,0,0,1;False;False
5222;CCCCNCC(=O)NC(CC)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5223;CCCCN(C)CC(=O)NC(CC)C(O)CO;0,0,0,0;0,0,0,1;False;False
5224;CCCCNCC(=O)NC(CCl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5225;CCCCN(C)CC(=O)NC(CCl)C(O)CO;0,0,0,0;0,0,0,1;False;False
5226;CCCCNCC(=O)NC(C)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5227;CCCCN(C)CC(=O)NC(C)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5228;CCCCNCC(=O)NCC1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5229;CCCCN(C)CC(=O)NCC(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5230;CC1CNC(C(=O)NC(C(C)Cl)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5231;CC1CC(C(=O)NC(CO)C(C)Cl)N(C)C1;0,0,0,0;0,0,0,1;False;False
5232;CCC(NC(=O)C1CC(C)CN1)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5233;CCC(NC(=O)C1CC(C)CN1C)C(O)CO;0,0,0,0;0,0,0,1;False;False
5234;CC1CNC(C(=O)NC(CCl)C(O)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5235;CC1CC(C(=O)NC(CCl)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5236;CC1CNC(C(=O)NC(C)C(O)C(O)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5237;CC1CC(C(=O)NC(C)C(O)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5238;CC1CNC(C(=O)NCC2OCC(O)C(O)C2O)C1;0,0,0,0;0,0,0,1;False;False
5239;CC1CC(C(=O)NCC(O)C(O)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5240;CC(C)CCC(=O)NC(C(C)Cl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5241;CCC(NC(=O)CCC(C)C)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5242;CC(C)CCC(=O)NC(CCl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5243;CC(C)CCC(=O)NC(C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5244;CC(C)CCC(=O)NCC1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5245;CCCC(N)C(=O)NC(C(C)Cl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5246;CCCC(NC)C(=O)NC(C(C)Cl)C(O)CO;0,0,0,0;0,0,0,1;False;False
5247;CCCC(N)C(=O)NC(CC)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5248;CCCC(NC)C(=O)NC(CC)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5249;CCCC(N)C(=O)NC(CCl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5250;CCCC(NC)C(=O)NC(CCl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5251;CCCC(N)C(=O)NC(C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5252;CCCC(NC)C(=O)NC(C)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5253;CCCC(N)C(=O)NCC1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5254;CCCC(NC)C(=O)NCC1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5255;CCCCC(=O)NC(C(C)Cl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5256;CCCCC(=O)NC(CC)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5257;CCCCC(=O)NC(CCl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5258;CCCCC(=O)NC(C)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5259;CCCCC(=O)NCC1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5260;CCCNCC(=O)NC(C(C)Cl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5261;CCCN(C)CC(=O)NC(C(C)Cl)C(O)CO;0,0,0,0;0,0,0,1;False;False
5262;CCCNCC(=O)NC(CC)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5263;CCCN(C)CC(=O)NC(CC)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5264;CCCNCC(=O)NC(CCl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5265;CCCN(C)CC(=O)NC(CCl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5266;CCCNCC(=O)NC(C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5267;CCCN(C)CC(=O)NC(C)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5268;CCCNCC(=O)NCC1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5269;CCCN(C)CC(=O)NCC1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5270;CC(Cl)C(NC(=O)C1CCCN1)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5271;CC(Cl)C(NC(=O)C1CCCN1C)C(O)CO;0,0,0,0;0,0,0,1;False;False
5272;CCC(NC(=O)C1CCCN1)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5273;CCC(NC(=O)C1CCCN1C)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5274;O=C(NC(CCl)C(O)C(O)C(O)CO)C1CCCN1;0,0,0,0;0,0,0,1;False;False
5275;CN1CCCC1C(=O)NC(CCl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5276;CC(NC(=O)C1CCCN1)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5277;CC(NC(=O)C1CCCN1C)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5278;O=C(NCC1OC(S)C(O)C(O)C1O)C1CCCN1;0,0,0,0;0,0,0,1;False;False
5279;CN1CCCC1C(=O)NCC1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5280;CCC(N)C(=O)NC(C(C)Cl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5281;CCC(NC)C(=O)NC(C(C)Cl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5282;CCC(N)C(=O)NC(CC)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5283;CCC(NC)C(=O)NC(CC)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5284;CCC(N)C(=O)NC(CCl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5285;CCC(NC)C(=O)NC(CCl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5286;CCC(N)C(=O)NC(C)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5287;CCC(NC)C(=O)NC(C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5288;CCC(N)C(=O)NCC1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5289;CCC(NC)C(=O)NCC1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5290;CCCC(=O)NC(C(C)Cl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5291;CCCC(=O)NC(CC)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5292;CCCC(=O)NC(CCl)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5293;CCCC(=O)NC(C)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5294;CCNCC(=O)NC(C(C)Cl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5295;CCN(C)CC(=O)NC(C(C)Cl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5296;CCNCC(=O)NC(CC)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5297;CCC(NC(=O)CN(C)CC)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5298;CCNCC(=O)NC(CCl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5299;CCN(C)CC(=O)NC(CCl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5300;CCNCC(=O)NC(C)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5301;CCN(C)CC(=O)NC(C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5302;CCNCC(=O)NCC1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5303;CCN(C)CC(=O)NCC1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5304;CC(N)C(=O)NC(C(C)Cl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5305;CNC(C)C(=O)NC(C(C)Cl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5306;CC(Cl)C(NC(=O)C(C)N(C)C)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5307;CCC(NC(=O)C(C)N)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5308;CCC(NC(=O)C(C)NC)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5309;CCC(NC(=O)C(C)N(C)C)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5310;CC(N)C(=O)NC(CCl)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5311;CNC(C)C(=O)NC(CCl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5312;CC(C(=O)NC(CCl)C(O)C(O)C(O)CO)N(C)C;0,0,0,0;0,0,0,1;False;False
5313;CSC1OC(C(C)NC(=O)C(C)N)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5314;CNC(C)C(=O)NC(C)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5315;CC(NC(=O)C(C)N(C)C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5316;CNC(C)C(=O)NCC1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5317;CC(C(=O)NCC1OC(S)C(O)C(O)C1O)N(C)C;0,0,0,0;0,0,0,1;False;False
5318;CCC(=O)NC(C(C)Cl)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5319;CCC(=O)NC(CC)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5320;CCC(=O)NC(CCl)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5321;CC(Cl)C(NC(=O)CN)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5322;CNCC(=O)NC(C(C)Cl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5323;CC(Cl)C(NC(=O)CN(C)C)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5324;CCC(NC(=O)CN)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5325;CCC(NC(=O)CNC)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5326;CCC(NC(=O)CN(C)C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5327;CSC1OC(C(CCl)NC(=O)CN)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5328;CNCC(=O)NC(CCl)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5329;CN(C)CC(=O)NC(CCl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5330;CNCC(=O)NC(C)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5331;CC(NC(=O)CN(C)C)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5332;CSC1OC(CNC(=O)CN(C)C)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5333;CSC1OC(C(NC(C)=O)C(C)Cl)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5334;CCCC1CNC(C(=O)NC(CO)C(C)Cl)C1;0,0,0,0;0,0,0,1;False;False
5335;CCCC1CNC(C(=O)NC(CC)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5336;CCCC1CC(C(=O)NC(CC)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5337;CCCC1CNC(C(=O)NC(CCl)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5338;CCCC1CC(C(=O)NC(CO)CCl)N(C)C1;0,0,0,0;0,0,0,1;False;False
5339;CCCC1CNC(C(=O)NC(C)C(O)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5340;CCCC1CC(C(=O)NC(C)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5341;CCCC1CC(C(=O)NCC(C)Cl)N(C)C1;0,0,0,0;0,0,0,1;False;False
5342;CCCC1CNC(C(=O)NCC(O)C(O)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5343;CCCC1CC(C(=O)NCC(O)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5344;CCCC(C)CCC(=O)NC(C(C)Cl)C(O)CO;0,0,0,0;0,0,0,1;False;False
5345;CCCC(C)CCC(=O)NC(CC)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5346;CCCC(C)CCC(=O)NC(CCl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5347;CCCC(C)CCC(=O)NC(C)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5348;CCCC(C)CCC(=O)NCC1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5349;CCCCCC(N)C(=O)NC(C(C)Cl)C(O)CO;0,0,0,0;0,0,0,1;False;False
5350;CCCCCC(NC)C(=O)NC(CO)C(C)Cl;0,0,0,0;0,0,0,1;False;False
5351;CCCCCC(N)C(=O)NC(CC)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5352;CCCCCC(NC)C(=O)NC(CC)C(O)CO;0,0,0,0;0,0,0,1;False;False
5353;CCCCCC(N)C(=O)NC(CCl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5354;CCCCCC(NC)C(=O)NC(CCl)C(O)CO;0,0,0,0;0,0,0,1;False;False
5355;CCCCCC(N)C(=O)NC(C)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5356;CCCCCC(NC)C(=O)NC(C)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5357;CCCCCC(N)C(=O)NCC1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5358;CCCCCC(NC)C(=O)NCC(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5359;CCCCCCC(=O)NC(C(C)Cl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5360;CCCCCCC(=O)NC(CC)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5361;CCCCCCC(=O)NC(CCl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5362;CCCCCCC(=O)NC(C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5363;CCCCCCC(=O)NCC1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5364;CCCCCNCC(=O)NC(C(C)Cl)C(O)CO;0,0,0,0;0,0,0,1;False;False
5365;CCCCCN(C)CC(=O)NC(CO)C(C)Cl;0,0,0,0;0,0,0,1;False;False
5366;CCCCCNCC(=O)NC(CC)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5367;CCCCCN(C)CC(=O)NC(CC)C(O)CO;0,0,0,0;0,0,0,1;False;False
5368;CCCCCNCC(=O)NC(CCl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5369;CCCCCN(C)CC(=O)NC(CCl)C(O)CO;0,0,0,0;0,0,0,1;False;False
5370;CCCCCNCC(=O)NC(C)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5371;CCCCCN(C)CC(=O)NC(C)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5372;CCCCCNCC(=O)NCC1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5373;CCCCCN(C)CC(=O)NCC(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5374;CCC1CNC(C(=O)NC(C(C)Cl)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5375;CCC1CC(C(=O)NC(CO)C(C)Cl)N(C)C1;0,0,0,0;0,0,0,1;False;False
5376;CCC1CNC(C(=O)NC(CC)C(O)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5377;CCC1CC(C(=O)NC(CC)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5378;CCC1CNC(C(=O)NC(CCl)C(O)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5379;CCC1CC(C(=O)NC(CCl)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5380;CCC1CNC(C(=O)NC(C)C(O)C(O)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5381;CCC1CC(C(=O)NC(C)C(O)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5382;CCC1CNC(C(=O)NCC2OCC(O)C(O)C2O)C1;0,0,0,0;0,0,0,1;False;False
5383;CCC1CC(C(=O)NCC(O)C(O)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5384;CCC(C)CCC(=O)NC(C(C)Cl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5385;CCC(C)CCC(=O)NC(CC)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5386;CCC(C)CCC(=O)NC(CCl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5387;CCC(C)CCC(=O)NC(C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5388;CCC(C)CCC(=O)NCC1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5389;CCCCC(N)C(=O)NC(C(C)Cl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5390;CCCCC(NC)C(=O)NC(C(C)Cl)C(O)CO;0,0,0,0;0,0,0,1;False;False
5391;CCCCC(N)C(=O)NC(CC)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5392;CCCCC(NC)C(=O)NC(CC)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5393;CCCCC(N)C(=O)NC(CCl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5394;CCCCC(NC)C(=O)NC(CCl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5395;CCCCC(N)C(=O)NC(C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5396;CCCCC(NC)C(=O)NC(C)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5397;CCCCC(N)C(=O)NCC1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5398;CCCCC(NC)C(=O)NCC1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5399;CCCCCC(=O)NC(C(C)Cl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5400;CCCCCC(=O)NC(CC)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5401;CCCCCC(=O)NC(CCl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5402;CCCCCC(=O)NC(C)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5403;CCCCCC(=O)NCC1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5404;CCCCNCC(=O)NC(C(C)Cl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5405;CCCCN(C)CC(=O)NC(C(C)Cl)C(O)CO;0,0,0,0;0,0,0,1;False;False
5406;CCCCNCC(=O)NC(CC)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5407;CCCCN(C)CC(=O)NC(CC)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5408;CCCCNCC(=O)NC(CCl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5409;CCCCN(C)CC(=O)NC(CCl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5410;CCCCNCC(=O)NC(C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
